domain,site,plot,measurementLevel,sensorDepths,startDate,endDate
11,CLBJ,2,6,-1.06,20100101125959,NA
11,CLBJ,2,7,-1.36,20100101125959,NA
11,CLBJ,2,8,-1.96,20100101125959,NA
11,CLBJ,3,1,-0.06,20100101125959,NA
11,CLBJ,3,2,-0.16,20100101125959,NA
11,CLBJ,3,3,-0.26,20100101125959,NA
11,CLBJ,3,4,-0.56,20100101125959,NA
11,CLBJ,3,5,-0.76,20100101125959,NA
11,CLBJ,3,6,-1.06,20100101125959,NA
11,CLBJ,3,7,-1.36,20100101125959,NA
11,CLBJ,3,8,-1.96,20100101125959,NA
11,CLBJ,4,1,-0.06,20100101125959,NA
11,CLBJ,4,2,-0.16,20100101125959,NA
11,CLBJ,4,3,-0.26,20100101125959,NA
11,CLBJ,4,4,-0.56,20100101125959,NA
11,CLBJ,4,5,-0.76,20100101125959,NA
11,CLBJ,4,6,-1.06,20100101125959,NA
11,CLBJ,4,7,-1.36,20100101125959,NA
11,CLBJ,4,8,-1.96,20100101125959,NA
11,CLBJ,5,1,-0.06,20100101125959,NA
11,CLBJ,5,2,-0.16,20100101125959,NA
11,CLBJ,5,3,-0.26,20100101125959,NA
11,CLBJ,5,4,-0.56,20100101125959,NA
11,CLBJ,5,5,-0.76,20100101125959,NA
11,CLBJ,5,6,-1.06,20100101125959,NA
11,CLBJ,5,7,-1.36,20100101125959,NA
11,CLBJ,5,8,-1.96,20100101125959,NA
11,OAES,1,1,-0.06,20100101125959,NA
11,OAES,1,2,-0.16,20100101125959,NA
11,OAES,1,3,-0.26,20100101125959,NA
11,OAES,1,4,-0.36,20100101125959,NA
11,OAES,1,5,NA,20100101125959,NA
11,OAES,1,6,NA,20100101125959,NA
11,OAES,1,7,NA,20100101125959,NA
11,OAES,1,8,NA,20100101125959,NA
11,OAES,2,1,-0.06,20100101125959,NA
11,OAES,2,2,-0.16,20100101125959,NA
11,OAES,2,3,-0.26,20100101125959,NA
11,OAES,2,4,-0.36,20100101125959,NA
11,OAES,2,5,NA,20100101125959,NA
11,OAES,2,6,NA,20100101125959,NA
11,OAES,2,7,NA,20100101125959,NA
11,OAES,2,8,NA,20100101125959,NA
11,OAES,3,1,-0.07,20100101125959,NA
11,OAES,3,2,-0.17,20100101125959,NA
11,OAES,3,3,-0.27,20100101125959,NA
11,OAES,3,4,-0.37,20100101125959,NA
11,OAES,3,5,NA,20100101125959,NA
11,OAES,3,6,NA,20100101125959,NA
11,OAES,3,7,NA,20100101125959,NA
11,OAES,3,8,NA,20100101125959,NA
11,OAES,4,1,-0.06,20100101125959,NA
11,OAES,4,2,-0.16,20100101125959,NA
11,OAES,4,3,-0.26,20100101125959,NA
11,OAES,4,4,-0.36,20100101125959,NA
11,OAES,4,5,NA,20100101125959,NA
11,OAES,4,6,NA,20100101125959,NA
11,OAES,4,7,NA,20100101125959,NA
11,OAES,4,8,NA,20100101125959,NA
11,OAES,5,1,-0.07,20100101125959,NA
11,OAES,5,2,-0.17,20100101125959,NA
11,OAES,5,3,-0.27,20100101125959,NA
11,OAES,5,4,-0.37,20100101125959,NA
11,OAES,5,5,NA,20100101125959,NA
11,OAES,5,6,NA,20100101125959,NA
11,OAES,5,7,NA,20100101125959,NA
11,OAES,5,8,NA,20100101125959,NA
12,YELL,1,1,-0.06,20100101125959,NA
12,YELL,1,2,-0.16,20100101125959,NA
12,YELL,1,3,-0.26,20100101125959,NA
12,YELL,1,4,-0.36,20100101125959,NA
12,YELL,1,5,-0.46,20100101125959,NA
12,YELL,1,6,-0.56,20100101125959,NA
12,YELL,1,7,NA,20100101125959,NA
12,YELL,1,8,NA,20100101125959,NA
12,YELL,2,1,-0.06,20100101125959,NA
12,YELL,2,2,-0.16,20100101125959,NA
12,YELL,2,3,NA,20100101125959,NA
12,YELL,2,4,NA,20100101125959,NA
12,YELL,2,5,NA,20100101125959,NA
12,YELL,2,6,NA,20100101125959,NA
12,YELL,2,7,NA,20100101125959,NA
12,YELL,2,8,NA,20100101125959,NA
12,YELL,3,1,-0.06,20100101125959,NA
12,YELL,3,2,-0.16,20100101125959,NA
12,YELL,3,3,-0.26,20100101125959,NA
12,YELL,3,4,-0.36,20100101125959,NA
12,YELL,3,5,-0.56,20100101125959,NA
12,YELL,3,6,-0.66,20100101125959,NA
12,YELL,3,7,NA,20100101125959,NA
12,YELL,3,8,NA,20100101125959,NA
12,YELL,4,1,-0.06,20100101125959,NA
12,YELL,4,2,-0.16,20100101125959,NA
12,YELL,4,3,-0.26,20100101125959,NA
12,YELL,4,4,-0.36,20100101125959,NA
12,YELL,4,5,-0.56,20100101125959,NA
12,YELL,4,6,-0.86,20100101125959,NA
12,YELL,4,7,-1.26,20100101125959,NA
12,YELL,4,8,-1.76,20100101125959,NA
12,YELL,5,1,-0.06,20100101125959,NA
12,YELL,5,2,-0.16,20100101125959,NA
12,YELL,5,3,-0.26,20100101125959,NA
12,YELL,5,4,-0.46,20100101125959,NA
12,YELL,5,5,NA,20100101125959,NA
12,YELL,5,6,NA,20100101125959,NA
12,YELL,5,7,NA,20100101125959,NA
12,YELL,5,8,NA,20100101125959,NA
13,MOAB,1,1,-0.06,20100101125959,NA
13,MOAB,1,2,-0.16,20100101125959,NA
13,MOAB,1,3,-0.26,20100101125959,NA
13,MOAB,1,4,-0.36,20100101125959,NA
13,MOAB,1,5,-0.66,20100101125959,NA
13,MOAB,1,6,-0.96,20100101125959,NA
13,MOAB,1,7,-1.46,20100101125959,NA
13,MOAB,1,8,-1.96,20100101125959,NA
13,MOAB,2,1,-0.055,20100101125959,NA
13,MOAB,2,2,-0.155,20100101125959,NA
13,MOAB,2,3,-0.255,20100101125959,NA
13,MOAB,2,4,-0.355,20100101125959,NA
13,MOAB,2,5,-0.655,20100101125959,NA
13,MOAB,2,6,-0.955,20100101125959,NA
13,MOAB,2,7,-1.455,20100101125959,NA
13,MOAB,2,8,-1.955,20100101125959,NA
13,MOAB,3,1,-0.055,20100101125959,NA
13,MOAB,3,2,-0.155,20100101125959,NA
13,MOAB,3,3,-0.255,20100101125959,NA
13,MOAB,3,4,-0.355,20100101125959,NA
13,MOAB,3,5,-0.655,20100101125959,NA
13,MOAB,3,6,-0.955,20100101125959,NA
13,MOAB,3,7,-1.455,20100101125959,NA
13,MOAB,3,8,-1.955,20100101125959,NA
13,MOAB,4,1,-0.055,20100101125959,NA
13,MOAB,4,2,-0.155,20100101125959,NA
13,MOAB,4,3,-0.255,20100101125959,NA
13,MOAB,4,4,-0.355,20100101125959,NA
13,MOAB,4,5,-0.655,20100101125959,NA
13,MOAB,4,6,-0.955,20100101125959,NA
13,MOAB,4,7,-1.455,20100101125959,NA
13,MOAB,4,8,-1.955,20100101125959,NA
13,MOAB,5,1,-0.065,20100101125959,NA
13,MOAB,5,2,-0.165,20100101125959,NA
13,MOAB,5,3,-0.265,20100101125959,NA
13,MOAB,5,4,-0.365,20100101125959,NA
13,MOAB,5,5,-0.665,20100101125959,NA
13,MOAB,5,6,-0.965,20100101125959,NA
13,MOAB,5,7,-1.465,20100101125959,NA
13,MOAB,5,8,-1.965,20100101125959,NA
13,NIWO,1,1,-0.05,20100101125959,NA
13,NIWO,1,2,-0.15,20100101125959,NA
13,NIWO,1,3,-0.25,20100101125959,NA
13,NIWO,1,4,-0.35,20100101125959,NA
13,NIWO,1,5,-0.65,20100101125959,NA
13,NIWO,1,6,-0.95,20100101125959,NA
13,NIWO,1,7,-1.45,20100101125959,NA
13,NIWO,1,8,-1.75,20100101125959,NA
13,NIWO,2,1,-0.05,20100101125959,NA
13,NIWO,2,2,-0.15,20100101125959,NA
13,NIWO,2,3,-0.25,20100101125959,NA
13,NIWO,2,4,-0.35,20100101125959,NA
13,NIWO,2,5,-0.65,20100101125959,NA
13,NIWO,2,6,-0.95,20100101125959,NA
13,NIWO,2,7,-1.45,20100101125959,NA
13,NIWO,2,8,-1.95,20100101125959,NA
13,NIWO,3,1,-0.05,20100101125959,NA
13,NIWO,3,2,-0.15,20100101125959,NA
13,NIWO,3,3,-0.25,20100101125959,NA
13,NIWO,3,4,-0.35,20100101125959,NA
13,NIWO,3,5,-0.65,20100101125959,NA
13,NIWO,3,6,-0.95,20100101125959,NA
13,NIWO,3,7,-1.45,20100101125959,NA
13,NIWO,3,8,-1.95,20100101125959,NA
13,NIWO,4,1,-0.055,20100101125959,NA
13,NIWO,4,2,-0.155,20100101125959,NA
13,NIWO,4,3,-0.255,20100101125959,NA
13,NIWO,4,4,-0.355,20100101125959,NA
13,NIWO,4,5,-0.655,20100101125959,NA
13,NIWO,4,6,-0.955,20100101125959,NA
13,NIWO,4,7,-1.455,20100101125959,NA
13,NIWO,4,8,-1.955,20100101125959,NA
13,NIWO,5,1,-0.058,20100101125959,NA
13,NIWO,5,2,-0.158,20100101125959,NA
13,NIWO,5,3,-0.258,20100101125959,NA
13,NIWO,5,4,-0.358,20100101125959,NA
13,NIWO,5,5,-0.658,20100101125959,NA
13,NIWO,5,6,-0.958,20100101125959,NA
13,NIWO,5,7,-1.458,20100101125959,NA
13,NIWO,5,8,-1.958,20100101125959,NA
14,JORN,1,1,-0.06,20100101125959,NA
14,JORN,1,2,-0.16,20100101125959,NA
14,JORN,1,3,-0.26,20100101125959,NA
14,JORN,1,4,-0.56,20100101125959,NA
14,JORN,1,5,-0.96,20100101125959,NA
14,JORN,1,6,-1.26,20100101125959,NA
14,JORN,1,7,-1.56,20100101125959,NA
14,JORN,1,8,-1.96,20100101125959,NA
14,JORN,2,1,-0.061,20100101125959,NA
14,JORN,2,2,-0.161,20100101125959,NA
14,JORN,2,3,-0.261,20100101125959,NA
14,JORN,2,4,-0.561,20100101125959,NA
14,JORN,2,5,-0.961,20100101125959,NA
14,JORN,2,6,-1.261,20100101125959,NA
14,JORN,2,7,-1.561,20100101125959,NA
14,JORN,2,8,-1.961,20100101125959,NA
14,JORN,3,1,-0.06,20100101125959,NA
14,JORN,3,2,-0.16,20100101125959,NA
14,JORN,3,3,-0.26,20100101125959,NA
14,JORN,3,4,-0.56,20100101125959,NA
14,JORN,3,5,-0.96,20100101125959,NA
14,JORN,3,6,-1.26,20100101125959,NA
14,JORN,3,7,-1.56,20100101125959,NA
14,JORN,3,8,-1.96,20100101125959,NA
14,JORN,4,1,-0.058,20100101125959,NA
14,JORN,4,2,-0.158,20100101125959,NA
14,JORN,4,3,-0.258,20100101125959,NA
14,JORN,4,4,-0.558,20100101125959,NA
14,JORN,4,5,-0.958,20100101125959,NA
14,JORN,4,6,-1.258,20100101125959,NA
14,JORN,4,7,-1.558,20100101125959,NA
14,JORN,4,8,-1.958,20100101125959,NA
14,JORN,5,1,-0.06,20100101125959,NA
14,JORN,5,2,-0.16,20100101125959,NA
14,JORN,5,3,-0.26,20100101125959,NA
14,JORN,5,4,-0.56,20100101125959,NA
14,JORN,5,5,-0.96,20100101125959,NA
14,JORN,5,6,-1.26,20100101125959,NA
14,JORN,5,7,-1.56,20100101125959,NA
14,JORN,5,8,-1.96,20100101125959,NA
14,SRER,1,1,-0.06,20100101125959,NA
14,SRER,1,2,-0.16,20100101125959,NA
14,SRER,1,3,-0.26,20100101125959,NA
14,SRER,1,4,-0.56,20100101125959,NA
14,SRER,1,5,-0.96,20100101125959,NA
14,SRER,1,6,-1.16,20100101125959,NA
14,SRER,1,7,-1.56,20100101125959,NA
14,SRER,1,8,-1.96,20100101125959,NA
14,SRER,2,1,-0.062,20100101125959,NA
14,SRER,2,2,-0.162,20100101125959,NA
14,SRER,2,3,-0.262,20100101125959,NA
14,SRER,2,4,-0.562,20100101125959,NA
14,SRER,2,5,-0.962,20100101125959,NA
14,SRER,2,6,-1.162,20100101125959,NA
14,SRER,2,7,-1.562,20100101125959,NA
14,SRER,2,8,-1.962,20100101125959,NA
14,SRER,3,1,-0.06,20100101125959,NA
14,SRER,3,2,-0.16,20100101125959,NA
14,SRER,3,3,-0.26,20100101125959,NA
14,SRER,3,4,-0.56,20100101125959,NA
14,SRER,3,5,-0.96,20100101125959,NA
14,SRER,3,6,-1.16,20100101125959,NA
14,SRER,3,7,-1.56,20100101125959,NA
14,SRER,3,8,-1.96,20100101125959,NA
14,SRER,4,1,-0.058,20100101125959,NA
14,SRER,4,2,-0.158,20100101125959,NA
14,SRER,4,3,-0.258,20100101125959,NA
14,SRER,4,4,-0.558,20100101125959,NA
14,SRER,4,5,-0.958,20100101125959,NA
14,SRER,4,6,-1.158,20100101125959,NA
14,SRER,4,7,-1.558,20100101125959,NA
14,SRER,4,8,-1.958,20100101125959,NA
14,SRER,5,1,-0.062,20100101125959,NA
14,SRER,5,2,-0.162,20100101125959,NA
14,SRER,5,3,-0.262,20100101125959,NA
14,SRER,5,4,-0.562,20100101125959,NA
14,SRER,5,5,-0.962,20100101125959,NA
14,SRER,5,6,-1.162,20100101125959,NA
14,SRER,5,7,-1.562,20100101125959,NA
14,SRER,5,8,-1.962,20100101125959,NA
15,ONAQ,1,1,-0.055,20100101125959,NA
15,ONAQ,1,2,-0.155,20100101125959,NA
15,ONAQ,1,3,-0.255,20100101125959,NA
15,ONAQ,1,4,-0.455,20100101125959,NA
15,ONAQ,1,5,-1.055,20100101125959,NA
15,ONAQ,1,6,-1.655,20100101125959,NA
15,ONAQ,1,7,-1.855,20100101125959,NA
15,ONAQ,1,8,-1.955,20100101125959,NA
15,ONAQ,2,1,-0.06,20100101125959,NA
15,ONAQ,2,2,-0.16,20100101125959,NA
15,ONAQ,2,3,-0.26,20100101125959,NA
15,ONAQ,2,4,-0.46,20100101125959,NA
15,ONAQ,2,5,-1.06,20100101125959,NA
15,ONAQ,2,6,-1.66,20100101125959,NA
15,ONAQ,2,7,-1.86,20100101125959,NA
15,ONAQ,2,8,-1.96,20100101125959,NA
15,ONAQ,3,1,-0.06,20100101125959,NA
15,ONAQ,3,2,-0.16,20100101125959,NA
15,ONAQ,3,3,-0.26,20100101125959,NA
15,ONAQ,3,4,-0.46,20100101125959,NA
15,ONAQ,3,5,-1.06,20100101125959,NA
15,ONAQ,3,6,-1.66,20100101125959,NA
15,ONAQ,3,7,-1.86,20100101125959,NA
15,ONAQ,3,8,-1.96,20100101125959,NA
15,ONAQ,4,1,-0.06,20100101125959,NA
15,ONAQ,4,2,-0.16,20100101125959,NA
15,ONAQ,4,3,-0.26,20100101125959,NA
15,ONAQ,4,4,-0.46,20100101125959,NA
15,ONAQ,4,5,-1.06,20100101125959,NA
15,ONAQ,4,6,-1.66,20100101125959,NA
15,ONAQ,4,7,-1.86,20100101125959,NA
15,ONAQ,4,8,-1.96,20100101125959,NA
15,ONAQ,5,1,-0.06,20100101125959,NA
15,ONAQ,5,2,-0.16,20100101125959,NA
15,ONAQ,5,3,-0.26,20100101125959,NA
15,ONAQ,5,4,-0.46,20100101125959,NA
15,ONAQ,5,5,-0.66,20100101125959,NA
15,ONAQ,5,6,-0.86,20100101125959,NA
15,ONAQ,5,7,-1.06,20100101125959,NA
15,ONAQ,5,8,-1.36,20100101125959,NA
16,ABBY,1,1,-0.06,20100101125959,NA
16,ABBY,1,2,-0.16,20100101125959,NA
16,ABBY,1,3,-0.26,20100101125959,NA
16,ABBY,1,4,-0.36,20100101125959,NA
16,ABBY,1,5,-0.56,20100101125959,NA
16,ABBY,1,6,-0.86,20100101125959,NA
16,ABBY,1,7,-1.16,20100101125959,NA
16,ABBY,1,8,-1.96,20100101125959,NA
16,ABBY,2,1,-0.06,20100101125959,NA
16,ABBY,2,2,-0.16,20100101125959,NA
16,ABBY,2,3,-0.26,20100101125959,NA
16,ABBY,2,4,-0.36,20100101125959,NA
16,ABBY,2,5,-0.56,20100101125959,NA
16,ABBY,2,6,-0.86,20100101125959,NA
16,ABBY,2,7,-1.16,20100101125959,NA
16,ABBY,2,8,-1.96,20100101125959,NA
16,ABBY,3,1,-0.06,20100101125959,NA
16,ABBY,3,2,-0.16,20100101125959,NA
16,ABBY,3,3,-0.26,20100101125959,NA
16,ABBY,3,4,-0.36,20100101125959,NA
16,ABBY,3,5,-0.56,20100101125959,NA
16,ABBY,3,6,-0.86,20100101125959,NA
16,ABBY,3,7,-1.16,20100101125959,NA
16,ABBY,3,8,-1.96,20100101125959,NA
16,ABBY,4,1,-0.07,20100101125959,NA
16,ABBY,4,2,-0.17,20100101125959,NA
16,ABBY,4,3,-0.27,20100101125959,NA
16,ABBY,4,4,-0.37,20100101125959,NA
16,ABBY,4,5,-0.57,20100101125959,NA
16,ABBY,4,6,-0.87,20100101125959,NA
16,ABBY,4,7,-1.17,20100101125959,NA
16,ABBY,4,8,-1.97,20100101125959,NA
16,ABBY,5,1,-0.06,20100101125959,NA
16,ABBY,5,2,-0.16,20100101125959,NA
16,ABBY,5,3,-0.26,20100101125959,NA
16,ABBY,5,4,-0.36,20100101125959,NA
16,ABBY,5,5,-0.56,20100101125959,NA
16,ABBY,5,6,-0.86,20100101125959,NA
16,ABBY,5,7,-1.16,20100101125959,NA
16,ABBY,5,8,-1.96,20100101125959,NA
16,WREF,1,1,-0.06,20100101125959,NA
16,WREF,1,2,-0.16,20100101125959,NA
16,WREF,1,3,-0.26,20100101125959,NA
16,WREF,1,4,-0.56,20100101125959,NA
16,WREF,1,5,-0.86,20100101125959,NA
16,WREF,1,6,-1.16,20100101125959,NA
16,WREF,1,7,-1.66,20100101125959,NA
16,WREF,1,8,-1.96,20100101125959,NA
16,WREF,2,1,-0.065,20100101125959,NA
16,WREF,2,2,-0.165,20100101125959,NA
16,WREF,2,3,-0.265,20100101125959,NA
16,WREF,2,4,-0.565,20100101125959,NA
16,WREF,2,5,-0.865,20100101125959,NA
16,WREF,2,6,-1.165,20100101125959,NA
16,WREF,2,7,-1.665,20100101125959,NA
16,WREF,2,8,-1.965,20100101125959,NA
16,WREF,3,1,-0.055,20100101125959,NA
16,WREF,3,2,-0.155,20100101125959,NA
16,WREF,3,3,-0.255,20100101125959,NA
16,WREF,3,4,-0.555,20100101125959,NA
16,WREF,3,5,-0.855,20100101125959,NA
16,WREF,3,6,-1.155,20100101125959,NA
16,WREF,3,7,-1.655,20100101125959,NA
16,WREF,3,8,-1.955,20100101125959,NA
16,WREF,4,1,-0.0575,20100101125959,NA
16,WREF,4,2,-0.1575,20100101125959,NA
16,WREF,4,3,-0.2575,20100101125959,NA
16,WREF,4,4,-0.5575,20100101125959,NA
16,WREF,4,5,-0.8575,20100101125959,NA
16,WREF,4,6,-1.1575,20100101125959,NA
16,WREF,4,7,-1.6575,20100101125959,NA
16,WREF,4,8,-1.9575,20100101125959,NA
16,WREF,5,1,-0.0575,20100101125959,NA
16,WREF,5,2,-0.1575,20100101125959,NA
16,WREF,5,3,-0.2575,20100101125959,NA
16,WREF,5,4,-0.5575,20100101125959,NA
16,WREF,5,5,-0.8575,20100101125959,NA
16,WREF,5,6,-1.1575,20100101125959,NA
16,WREF,5,7,-1.6575,20100101125959,NA
16,WREF,5,8,-1.9575,20100101125959,NA
17,SJER,1,1,-0.06,20100101125959,NA
17,SJER,1,2,NA,20100101125959,NA
17,SJER,1,3,NA,20100101125959,NA
17,SJER,1,4,NA,20100101125959,NA
17,SJER,1,5,NA,20100101125959,NA
17,SJER,1,6,NA,20100101125959,NA
17,SJER,1,7,NA,20100101125959,NA
17,SJER,1,8,NA,20100101125959,NA
17,SJER,2,1,-0.065,20100101125959,NA
17,SJER,2,2,-0.165,20100101125959,NA
17,SJER,2,3,-0.265,20100101125959,NA
17,SJER,2,4,-0.465,20100101125959,NA
17,SJER,2,5,-0.665,20100101125959,NA
17,SJER,2,6,-0.965,20100101125959,NA
17,SJER,2,7,-1.165,20100101125959,NA
17,SJER,2,8,-1.665,20100101125959,NA
17,SJER,3,1,-0.0625,20100101125959,NA
17,SJER,3,2,-0.1625,20100101125959,NA
17,SJER,3,3,-0.2625,20100101125959,NA
17,SJER,3,4,-0.4625,20100101125959,NA
17,SJER,3,5,-0.6625,20100101125959,NA
17,SJER,3,6,-0.9625,20100101125959,NA
17,SJER,3,7,-1.1625,20100101125959,NA
17,SJER,3,8,-1.6625,20100101125959,NA
17,SJER,4,1,-0.06,20100101125959,NA
17,SJER,4,2,-0.16,20100101125959,NA
17,SJER,4,3,-0.26,20100101125959,NA
17,SJER,4,4,-0.46,20100101125959,NA
17,SJER,4,5,-0.66,20100101125959,NA
17,SJER,4,6,-0.96,20100101125959,NA
17,SJER,4,7,-1.16,20100101125959,NA
17,SJER,4,8,-1.66,20100101125959,NA
17,SJER,5,1,-0.0625,20100101125959,NA
17,SJER,5,2,-0.1625,20100101125959,NA
17,SJER,5,3,-0.2625,20100101125959,NA
17,SJER,5,4,-0.4625,20100101125959,NA
17,SJER,5,5,-0.6625,20100101125959,NA
17,SJER,5,6,-0.9625,20100101125959,NA
17,SJER,5,7,-1.1625,20100101125959,NA
17,SJER,5,8,-1.6625,20100101125959,NA
17,SOAP,1,1,-0.06,20100101125959,NA
17,SOAP,1,2,-0.16,20100101125959,NA
17,SOAP,1,3,-0.26,20100101125959,NA
17,SOAP,1,4,-0.46,20100101125959,NA
17,SOAP,1,5,-0.76,20100101125959,NA
17,SOAP,1,6,-1.16,20100101125959,NA
17,SOAP,1,7,-1.56,20100101125959,NA
17,SOAP,1,8,-1.96,20100101125959,NA
17,SOAP,2,1,-0.06,20100101125959,NA
17,SOAP,2,2,-0.16,20100101125959,NA
17,SOAP,2,3,-0.26,20100101125959,NA
17,SOAP,2,4,-0.46,20100101125959,NA
17,SOAP,2,5,-0.76,20100101125959,NA
17,SOAP,2,6,-1.16,20100101125959,NA
17,SOAP,2,7,-1.56,20100101125959,NA
17,SOAP,2,8,-1.96,20100101125959,NA
17,SOAP,3,1,-0.06,20100101125959,NA
17,SOAP,3,2,-0.16,20100101125959,NA
17,SOAP,3,3,-0.26,20100101125959,NA
17,SOAP,3,4,-0.46,20100101125959,NA
17,SOAP,3,5,-0.76,20100101125959,NA
17,SOAP,3,6,-1.16,20100101125959,NA
17,SOAP,3,7,-1.56,20100101125959,NA
17,SOAP,3,8,-1.96,20100101125959,NA
17,SOAP,4,1,-0.06,20100101125959,NA
17,SOAP,4,2,-0.16,20100101125959,NA
17,SOAP,4,3,-0.26,20100101125959,NA
17,SOAP,4,4,-0.46,20100101125959,NA
17,SOAP,4,5,-0.76,20100101125959,NA
17,SOAP,4,6,-1.16,20100101125959,NA
17,SOAP,4,7,-1.56,20100101125959,NA
17,SOAP,4,8,-1.96,20100101125959,NA
17,SOAP,5,1,-0.06,20100101125959,NA
17,SOAP,5,2,-0.16,20100101125959,NA
17,SOAP,5,3,-0.26,20100101125959,NA
17,SOAP,5,4,-0.46,20100101125959,NA
17,SOAP,5,5,-0.76,20100101125959,NA
17,SOAP,5,6,-1.16,20100101125959,NA
17,SOAP,5,7,-1.56,20100101125959,NA
17,SOAP,5,8,-1.96,20100101125959,NA
17,TEAK,1,1,-0.06,20100101125959,NA
17,TEAK,1,2,-0.16,20100101125959,NA
17,TEAK,1,3,-0.26,20100101125959,NA
17,TEAK,1,4,-0.36,20100101125959,NA
17,TEAK,1,5,-0.46,20100101125959,NA
17,TEAK,1,6,-0.66,20100101125959,NA
17,TEAK,1,7,NA,20100101125959,NA
17,TEAK,1,8,NA,20100101125959,NA
17,TEAK,2,1,-0.0625,20100101125959,NA
17,TEAK,2,2,-0.1625,20100101125959,NA
17,TEAK,2,3,-0.2625,20100101125959,NA
17,TEAK,2,4,-0.3625,20100101125959,NA
17,TEAK,2,5,-0.4625,20100101125959,NA
17,TEAK,2,6,-0.5625,20100101125959,NA
17,TEAK,2,7,-0.7625,20100101125959,NA
17,TEAK,2,8,-0.8625,20100101125959,NA
17,TEAK,3,1,-0.055,20100101125959,NA
17,TEAK,3,2,-0.155,20100101125959,NA
17,TEAK,3,3,-0.255,20100101125959,NA
17,TEAK,3,4,-0.355,20100101125959,NA
17,TEAK,3,5,-0.455,20100101125959,NA
17,TEAK,3,6,-0.555,20100101125959,NA
17,TEAK,3,7,NA,20100101125959,NA
17,TEAK,3,8,NA,20100101125959,NA
17,TEAK,4,1,-0.065,20100101125959,NA
17,TEAK,4,2,-0.165,20100101125959,NA
17,TEAK,4,3,-0.265,20100101125959,NA
17,TEAK,4,4,-0.365,20100101125959,NA
17,TEAK,4,5,-0.565,20100101125959,NA
17,TEAK,4,6,-0.765,20100101125959,NA
17,TEAK,4,7,-0.965,20100101125959,NA
17,TEAK,4,8,-1.165,20100101125959,NA
17,TEAK,5,1,-0.605,20100101125959,NA
17,TEAK,5,2,-0.165,20100101125959,NA
17,TEAK,5,3,NA,20100101125959,NA
17,TEAK,5,4,NA,20100101125959,NA
17,TEAK,5,5,NA,20100101125959,NA
17,TEAK,5,6,NA,20100101125959,NA
17,TEAK,5,7,NA,20100101125959,NA
17,TEAK,5,8,NA,20100101125959,NA
18,BARR,1,1,-0.055,20100101125959,NA
18,BARR,1,2,-0.155,20100101125959,NA
18,BARR,1,3,-0.255,20100101125959,NA
18,BARR,1,4,-0.355,20100101125959,NA
18,BARR,1,5,-0.555,20100101125959,NA
18,BARR,1,6,-0.855,20100101125959,NA
18,BARR,1,7,-1.355,20100101125959,NA
18,BARR,1,8,-1.655,20100101125959,NA
18,BARR,2,1,-0.055,20100101125959,NA
18,BARR,2,2,-0.155,20100101125959,NA
18,BARR,2,3,-0.255,20100101125959,NA
18,BARR,2,4,-0.355,20100101125959,NA
18,BARR,2,5,-0.555,20100101125959,NA
18,BARR,2,6,-0.855,20100101125959,NA
18,BARR,2,7,-1.355,20100101125959,NA
18,BARR,2,8,-2.655,20100101125959,NA
18,BARR,3,1,-0.055,20100101125959,NA
18,BARR,3,2,-0.155,20100101125959,NA
18,BARR,3,3,-0.255,20100101125959,NA
18,BARR,3,4,-0.355,20100101125959,NA
18,BARR,3,5,-0.555,20100101125959,NA
18,BARR,3,6,-0.855,20100101125959,NA
18,BARR,3,7,-1.355,20100101125959,NA
18,BARR,3,8,-1.655,20100101125959,NA
18,BARR,4,1,-0.065,20100101125959,NA
18,BARR,4,2,-0.165,20100101125959,NA
18,BARR,4,3,-0.265,20100101125959,NA
18,BARR,4,4,-0.365,20100101125959,NA
18,BARR,4,5,-0.565,20100101125959,NA
18,BARR,4,6,-0.865,20100101125959,NA
18,BARR,4,7,-1.365,20100101125959,NA
18,BARR,4,8,-1.665,20100101125959,NA
18,BARR,5,1,-0.055,20100101125959,NA
18,BARR,5,2,-0.155,20100101125959,NA
18,BARR,5,3,-0.255,20100101125959,NA
18,BARR,5,4,-0.355,20100101125959,NA
18,BARR,5,5,-0.555,20100101125959,NA
18,BARR,5,6,-0.855,20100101125959,NA
18,BARR,5,7,-1.355,20100101125959,NA
18,BARR,5,8,-1.755,20100101125959,NA
18,TOOL,1,1,-0.05,20100101125959,NA
18,TOOL,1,2,-0.15,20100101125959,NA
18,TOOL,1,3,-0.25,20100101125959,NA
18,TOOL,1,4,-0.35,20100101125959,NA
18,TOOL,1,5,NA,20100101125959,NA
18,TOOL,1,6,NA,20100101125959,NA
18,TOOL,1,7,NA,20100101125959,NA
18,TOOL,1,8,NA,20100101125959,NA
18,TOOL,2,1,-0.06,20100101125959,NA
18,TOOL,2,2,-0.16,20100101125959,NA
18,TOOL,2,3,-0.26,20100101125959,NA
18,TOOL,2,4,-0.46,20100101125959,NA
18,TOOL,2,5,NA,20100101125959,NA
18,TOOL,2,6,NA,20100101125959,NA
18,TOOL,2,7,NA,20100101125959,NA
18,TOOL,2,8,NA,20100101125959,NA
18,TOOL,3,1,-0.062,20100101125959,NA
18,TOOL,3,2,-0.162,20100101125959,NA
18,TOOL,3,3,-0.262,20100101125959,NA
18,TOOL,3,4,-0.362,20100101125959,NA
18,TOOL,3,5,-0.462,20100101125959,NA
18,TOOL,3,6,-0.662,20100101125959,NA
18,TOOL,3,7,NA,20100101125959,NA
